"Locality","DailyAvgNewCasesPast7Days","TotalCases","State","Date","TotalCases7DaysAgo","NewCasesPast7Days","FIPS-Code","PercentIncreaseTotalCasesPast7Days"
"Maricopa","0","2","Arizona","3/10/20","1","1","04013","100"
"Pima","0","1","Arizona","3/10/20","0","1","04019","1"
"Pinal","0","3","Arizona","3/10/20","0","3","04021","1"
"Alameda","0","3","California","3/10/20","1","2","06001","200"
"Contra Costa","1","9","California","3/10/20","0","9","06013","1"
"Fresno","0","1","California","3/10/20","0","1","06019","1"
"Humboldt","0","1","California","3/10/20","1","0","06023","0"
"Los Angeles","3","20","California","3/10/20","1","19","06037","1900"
"Madera","0","1","California","3/10/20","0","1","06039","1"
"Marin","0","1","California","3/10/20","0","1","06041","1"
"Napa","0","1","California","3/10/20","0","1","06055","1"
"Orange","1","5","California","3/10/20","1","4","06059","400"
"Placer","1","7","California","3/10/20","1","6","06061","600"
"Riverside","1","4","California","3/10/20","0","4","06065","1"
"Sacramento","1","10","California","3/10/20","2","8","06067","400"
"San Benito","0","2","California","3/10/20","2","0","06069","0"
"San Diego","0","3","California","3/10/20","2","1","06073","50"
"San Francisco","2","14","California","3/10/20","0","14","06075","1"
"San Mateo","1","8","California","3/10/20","2","6","06081","300"
"Santa Clara","5","43","California","3/10/20","11","32","06085","290.91"
"Santa Cruz","0","2","California","3/10/20","0","2","06087","1"
"Shasta","0","1","California","3/10/20","0","1","06089","1"
"Solano","0","3","California","3/10/20","0","3","06095","1"
"Sonoma","0","3","California","3/10/20","1","2","06097","200"
"Ventura","0","1","California","3/10/20","0","1","06111","1"
"Yolo","0","1","California","3/10/20","0","1","06113","1"
"Arapahoe","0","2","Colorado","3/10/20","0","2","08005","1"
"Denver","1","4","Colorado","3/10/20","0","4","08031","1"
"Douglas","0","3","Colorado","3/10/20","0","3","08035","1"
"Eagle","0","3","Colorado","3/10/20","0","3","08037","1"
"El Paso","0","1","Colorado","3/10/20","0","1","08041","1"
"Gunnison","0","1","Colorado","3/10/20","0","1","08051","1"
"Jefferson","0","2","Colorado","3/10/20","0","2","08059","1"
"Larimer","0","1","Colorado","3/10/20","0","1","08069","1"
"Fairfield","0","1","Connecticut","3/10/20","0","1","09001","1"
"Broward","1","4","Florida","3/10/20","0","4","12011","1"
"Charlotte","0","1","Florida","3/10/20","0","1","12015","1"
"Hillsborough","0","2","Florida","3/10/20","2","0","12057","0"
"Lee","0","2","Florida","3/10/20","0","2","12071","1"
"Manatee","0","2","Florida","3/10/20","0","2","12081","1"
"Okaloosa","0","1","Florida","3/10/20","0","1","12091","1"
"Santa Rosa","0","1","Florida","3/10/20","0","1","12113","1"
"Volusia","0","2","Florida","3/10/20","0","2","12127","1"
"Cherokee","0","1","Georgia","3/10/20","0","1","13057","1"
"Cobb","1","4","Georgia","3/10/20","0","4","13067","1"
"DeKalb","0","2","Georgia","3/10/20","0","2","13089","1"
"Fayette","0","1","Georgia","3/10/20","0","1","13113","1"
"Floyd","0","1","Georgia","3/10/20","0","1","13115","1"
"Fulton","0","5","Georgia","3/10/20","2","3","13121","150"
"Gwinnett","0","2","Georgia","3/10/20","0","2","13135","1"
"Polk","0","1","Georgia","3/10/20","0","1","13233","1"
"Hawaii","0","1","Hawaii","3/10/20","0","1","15001","1"
"Honolulu","0","2","Hawaii","3/10/20","0","2","15003","1"
"Cook","1","11","Illinois","3/10/20","4","7","17031","175"
"Kane","0","1","Illinois","3/10/20","0","1","17089","1"
"Adams","0","1","Indiana","3/10/20","0","1","18001","1"
"Boone","0","1","Indiana","3/10/20","0","1","18011","1"
"Hendricks","0","2","Indiana","3/10/20","0","2","18063","1"
"Marion","0","1","Indiana","3/10/20","0","1","18097","1"
"Noble","0","1","Indiana","3/10/20","0","1","18113","1"
"Johnson","1","7","Iowa","3/10/20","0","7","19103","1"
"Pottawattamie","0","1","Iowa","3/10/20","0","1","19155","1"
"Johnson","0","1","Kansas","3/10/20","0","1","20091","1"
"Fayette","0","2","Kentucky","3/10/20","0","2","21067","1"
"Harrison","0","2","Kentucky","3/10/20","0","2","21097","1"
"Jefferson","0","1","Kentucky","3/10/20","0","1","21111","1"
"Harford","0","1","Maryland","3/10/20","0","1","24025","1"
"Montgomery","1","4","Maryland","3/10/20","0","4","24031","1"
"Prince George's","0","3","Maryland","3/10/20","0","3","24033","1"
"Berkshire","1","5","Massachusetts","3/10/20","0","5","25003","1"
"Middlesex","2","15","Massachusetts","3/10/20","0","15","25017","1"
"Norfolk","1","10","Massachusetts","3/10/20","1","9","25021","900"
"Suffolk","1","10","Massachusetts","3/10/20","1","9","25025","900"
"Worcester","0","1","Massachusetts","3/10/20","0","1","25027","1"
"Carver","0","1","Minnesota","3/10/20","0","1","27019","1"
"Ramsey","0","1","Minnesota","3/10/20","0","1","27123","1"
"St. Louis","0","1","Missouri","3/10/20","0","1","29189","1"
"Douglas","0","3","Nebraska","3/10/20","0","3","31055","1"
"Clark","0","2","Nevada","3/10/20","0","2","32003","1"
"Washoe","0","2","Nevada","3/10/20","0","2","32031","1"
"Grafton","0","3","New Hampshire","3/10/20","2","1","33009","50"
"Rockingham","0","1","New Hampshire","3/10/20","0","1","33015","1"
"Bergen","1","7","New Jersey","3/10/20","0","7","34003","1"
"Burlington","0","2","New Jersey","3/10/20","0","2","34005","1"
"Camden","0","1","New Jersey","3/10/20","0","1","34007","1"
"Hudson","0","1","New Jersey","3/10/20","0","1","34017","1"
"Monmouth","0","2","New Jersey","3/10/20","0","2","34025","1"
"Passaic","0","1","New Jersey","3/10/20","0","1","34031","1"
"Union","0","1","New Jersey","3/10/20","0","1","34039","1"
"Nassau","3","19","New York","3/10/20","0","19","36059","1"
"New York","3","25","New York","3/10/20","1","24","36061","2400"
"Rockland","1","4","New York","3/10/20","0","4","36087","1"
"Saratoga","0","2","New York","3/10/20","0","2","36091","1"
"Suffolk","0","1","New York","3/10/20","0","1","36103","1"
"Ulster","0","1","New York","3/10/20","0","1","36111","1"
"Westchester","14","98","New York","3/10/20","1","97","36119","9700"
"Chatham","0","1","North Carolina","3/10/20","0","1","37037","1"
"Wake","1","6","North Carolina","3/10/20","1","5","37183","500"
"Cuyahoga","0","3","Ohio","3/10/20","0","3","39035","1"
"Tulsa","0","2","Oklahoma","3/10/20","0","2","40143","1"
"Douglas","0","1","Oregon","3/10/20","0","1","41019","1"
"Jackson","0","2","Oregon","3/10/20","0","2","41029","1"
"Klamath","0","1","Oregon","3/10/20","0","1","41035","1"
"Marion","0","1","Oregon","3/10/20","0","1","41047","1"
"Umatilla","0","1","Oregon","3/10/20","1","0","41059","0"
"Washington","1","8","Oregon","3/10/20","2","6","41067","300"
"Delaware","0","1","Pennsylvania","3/10/20","0","1","42045","1"
"Monroe","0","1","Pennsylvania","3/10/20","0","1","42089","1"
"Montgomery","1","8","Pennsylvania","3/10/20","0","8","42091","1"
"Philadelphia","0","1","Pennsylvania","3/10/20","0","1","42101","1"
"Wayne","0","1","Pennsylvania","3/10/20","0","1","42127","1"
"Providence","0","3","Rhode Island","3/10/20","2","1","44007","50"
"Charleston","0","1","South Carolina","3/10/20","0","1","45019","1"
"Kershaw","1","5","South Carolina","3/10/20","0","5","45055","1"
"Spartanburg","0","1","South Carolina","3/10/20","0","1","45083","1"
"Davidson","0","1","Tennessee","3/10/20","0","1","47037","1"
"Shelby","0","1","Tennessee","3/10/20","0","1","47157","1"
"Williamson","0","1","Tennessee","3/10/20","0","1","47187","1"
"Collin","0","3","Texas","3/10/20","0","3","48085","1"
"Fort Bend","1","6","Texas","3/10/20","0","6","48157","1"
"Gregg","0","1","Texas","3/10/20","0","1","48183","1"
"Harris","1","6","Texas","3/10/20","0","6","48201","1"
"Davis","0","1","Utah","3/10/20","0","1","49011","1"
"Weber-Morgan","0","1","Utah","3/10/20","0","1","00000","1"
"Bennington","0","1","Vermont","3/10/20","0","1","50003","1"
"Arlington","0","1","Virginia","3/10/20","0","1","51013","1"
"Fairfax","0","3","Virginia","3/10/20","0","3","51059","1"
"Loudoun","0","1","Virginia","3/10/20","0","1","51107","1"
"Norfolk","0","2","Virginia","3/10/20","0","2","51710","1"
"Spotsylvania","0","1","Virginia","3/10/20","0","1","51177","1"
"Clark","0","1","Washington","3/10/20","0","1","53011","1"
"Grant","0","1","Washington","3/10/20","0","1","53025","1"
"Jefferson","0","1","Washington","3/10/20","0","1","53031","1"
"King","14","116","Washington","3/10/20","21","95","53033","452.38"
"Kitsap","0","1","Washington","3/10/20","0","1","53035","1"
"Kittitas","0","1","Washington","3/10/20","0","1","53037","1"
"Pierce","1","4","Washington","3/10/20","0","4","53053","1"
"Snohomish","4","37","Washington","3/10/20","6","31","53061","516.67"
"Dane","0","2","Wisconsin","3/10/20","0","2","55025","1"
"Pierce","0","1","Wisconsin","3/10/20","0","1","55093","1"
