"Locality","DailyAvgNewCasesPast7Days","TotalCases","State","Date","TotalCases7DaysAgo","NewCasesPast7Days","FIPS-Code","PercentIncreaseTotalCasesPast7Days"
"Maricopa","0","3","Arizona","3/11/20","1","2","04013","200"
"Pima","0","1","Arizona","3/11/20","0","1","04019","1"
"Pinal","1","5","Arizona","3/11/20","0","5","04021","1"
"Alameda","1","5","California","3/11/20","1","4","06001","400"
"Calaveras","0","2","California","3/11/20","0","2","06009","1"
"Contra Costa","1","10","California","3/11/20","1","9","06013","900"
"Fresno","0","2","California","3/11/20","0","2","06019","1"
"Humboldt","0","1","California","3/11/20","1","0","06023","0"
"Los Angeles","3","27","California","3/11/20","7","20","06037","285.71"
"Madera","0","1","California","3/11/20","0","1","06039","1"
"Marin","0","1","California","3/11/20","0","1","06041","1"
"Napa","0","1","California","3/11/20","0","1","06055","1"
"Orange","0","5","California","3/11/20","3","2","06059","66.67"
"Placer","1","7","California","3/11/20","2","5","06061","250"
"Riverside","1","6","California","3/11/20","0","6","06065","1"
"Sacramento","1","11","California","3/11/20","2","9","06067","450"
"San Benito","0","2","California","3/11/20","2","0","06069","0"
"San Diego","0","3","California","3/11/20","2","1","06073","50"
"San Francisco","2","14","California","3/11/20","0","14","06075","1"
"San Joaquin","0","1","California","3/11/20","0","1","06077","1"
"San Mateo","2","15","California","3/11/20","2","13","06081","650"
"Santa Clara","5","48","California","3/11/20","11","37","06085","336.36"
"Santa Cruz","0","2","California","3/11/20","0","2","06087","1"
"Shasta","0","1","California","3/11/20","0","1","06089","1"
"Solano","1","6","California","3/11/20","0","6","06095","1"
"Sonoma","0","3","California","3/11/20","1","2","06097","200"
"Stanislaus","0","2","California","3/11/20","0","2","06099","1"
"Ventura","0","1","California","3/11/20","0","1","06111","1"
"Yolo","0","1","California","3/11/20","0","1","06113","1"
"Arapahoe","0","3","Colorado","3/11/20","0","3","08005","1"
"Denver","1","6","Colorado","3/11/20","0","6","08031","1"
