"Locality","DailyAvgNewCasesPast7Days","TotalCases","State","Date","TotalCases7DaysAgo","NewCasesPast7Days","FIPS-Code","PercentIncreaseTotalCasesPast7Days"
"Maricopa","0","2","Arizona","3/6/20","1","1","04013","100"
"Alameda","0","1","California","3/6/20","0","1","06001","1"
"Contra Costa","0","3","California","3/6/20","0","3","06013","1"
"Humboldt","0","1","California","3/6/20","1","0","06023","0"
"Los Angeles","2","13","California","3/6/20","1","12","06037","1200"
"Orange","0","3","California","3/6/20","1","2","06059","200"
"Placer","1","5","California","3/6/20","0","5","06061","1"
"Sacramento","0","2","California","3/6/20","2","0","06067","0"
"San Benito","0","2","California","3/6/20","2","0","06069","0"
"San Diego","0","3","California","3/6/20","2","1","06073","50"
"San Francisco","0","2","California","3/6/20","0","2","06075","1"
"San Mateo","0","2","California","3/6/20","0","2","06081","1"
"Santa Clara","3","20","California","3/6/20","2","18","06085","900"
"Sonoma","0","1","California","3/6/20","0","1","06097","1"
"Yolo","0","1","California","3/6/20","0","1","06113","1"
"Denver","0","2","Colorado","3/6/20","0","2","08031","1"
"Douglas","0","3","Colorado","3/6/20","0","3","08035","1"
"Eagle","0","1","Colorado","3/6/20","0","1","08037","1"
"El Paso","0","1","Colorado","3/6/20","0","1","08041","1"
"Jefferson","0","1","Colorado","3/6/20","0","1","08059","1"
"Hillsborough","0","2","Florida","3/6/20","0","2","12057","1"
"Santa Rosa","0","1","Florida","3/6/20","0","1","12113","1"
"Fulton","0","2","Georgia","3/6/20","0","2","13121","1"
"Polk","0","1","Georgia","3/6/20","0","1","13233","1"
"Cook","0","5","Illinois","3/6/20","2","3","17031","150"
"Marion","0","1","Indiana","3/6/20","0","1","18097","1"
"Fayette","0","1","Kentucky","3/6/20","0","1","21067","1"
"Montgomery","0","3","Maryland","3/6/20","0","3","24031","1"
"Middlesex","0","1","Massachusetts","3/6/20","0","1","25017","1"
"Norfolk","0","2","Massachusetts","3/6/20","0","2","25021","1"
"Suffolk","0","3","Massachusetts","3/6/20","1","2","25025","200"
"Ramsey","0","1","Minnesota","3/6/20","0","1","27123","1"
"Douglas","0","1","Nebraska","3/6/20","0","1","31055","1"
"Clark","0","1","Nevada","3/6/20","0","1","32003","1"
"Washoe","0","1","Nevada","3/6/20","0","1","32031","1"
"Grafton","0","2","New Hampshire","3/6/20","0","2","33009","1"
"Bergen","0","2","New Jersey","3/6/20","0","2","34003","1"
"Nassau","0","1","New York","3/6/20","0","1","36059","1"
"New York","2","11","New York","3/6/20","0","11","36061","1"
"Westchester","3","19","New York","3/6/20","0","19","36119","1"
"Chatham","0","1","North Carolina","3/6/20","0","1","37037","1"
"Wake","0","1","North Carolina","3/6/20","0","1","37183","1"
"Umatilla","0","1","Oregon","3/6/20","0","1","41059","1"
"Washington","0","2","Oregon","3/6/20","0","2","41067","1"
"Delaware","0","1","Pennsylvania","3/6/20","0","1","42045","1"
"Wayne","0","1","Pennsylvania","3/6/20","0","1","42127","1"
"Providence","0","2","Rhode Island","3/6/20","0","2","44007","1"
"Williamson","0","1","Tennessee","3/6/20","0","1","47187","1"
"Fort Bend","0","1","Texas","3/6/20","0","1","48157","1"
"Harris","0","3","Texas","3/6/20","0","3","48201","1"
"Grant","0","1","Washington","3/6/20","0","1","53025","1"
"King","8","58","Washington","3/6/20","1","57","53033","5700"
"Snohomish","3","19","Washington","3/6/20","0","19","53061","1"
